id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number
24371793,Obsessive/Compulsive Disorders,Diagnostic,"Which cognitive bias, commonly associated with obsessive-compulsive disorder, involves the belief that thinking about a negative event can increase its likelihood?",Causal attribution,Likelihood thought-action fusion,Availability heuristic,Confirmation bias,Likelihood thought-action fusion,2
15792850,Obsessive/Compulsive Disorders,Preventive,What therapeutic approach is suggested to mitigate the impact of thought-action fusion (TAF) on obsessive-compulsive disorder symptoms?,Behavioral therapy,Group therapy,Medication management,Cognitive therapy,Cognitive therapy,4
26315311,Obsessive/Compulsive Disorders,Preventive,Which aspect of emotion regulation might help prevent the co-occurrence of depressive and obsessive-compulsive symptoms?,Impulse-control difficulties,Chronic stress,Limited access to strategies,Emotional numbness,Impulse-control difficulties,1
34410609,Obsessive/Compulsive Disorders,Diagnostic,"What type of dysfunction has been implicated in the etiology and maintenance of body-focused repetitive behaviors, such as trichotillomania and skin picking disorder?",Reward processing dysfunction,Emotional dysfunction,Social dysfunction,Cognitive dysfunction,Reward processing dysfunction,1
26393363,Obsessive/Compulsive Disorders,Prognostic,How does self-ambivalence relate to treatment outcomes in patients undergoing therapy for obsessive-compulsive disorder?,Leads to better outcomes,Interferes with medication efficacy,Has no effect,Predicts poorer outcomes,Predicts poorer outcomes,4
34464485,Obsessive/Compulsive Disorders,Prognostic,How might transcranial direct current stimulation (tDCS) targeting the medial prefrontal cortex influence therapeutic safety learning in patients with obsessive-compulsive disorder?,Have no effect,Worsen symptoms,Speed up safety learning,Decrease function,Speed up safety learning,3
38360347,Obsessive/Compulsive Disorders,Preventive,What evidence-based interventions are essential for families to consider for managing pediatric obsessive-compulsive disorder and its long-term outcomes?,Exposure-based cognitive-behavioral therapy,Cognitive-behavioral therapy,Psychoeducation,Selective serotonin reuptake inhibitors,Exposure-based cognitive-behavioral therapy,1
19328661,Obsessive/Compulsive Disorders,Factoid,Which brain region showed a significant positive correlation with symptom severity in body dysmorphic disorder?,Thalamus,Hippocampus,Left inferior frontal gyrus,Caudate,Left inferior frontal gyrus,3
17110253,Obsessive/Compulsive Disorders,Diagnostic,Which disorder is associated with extreme subjective fears of ugliness in patients seeking orthodontic treatment?,Generalized anxiety disorder,Social anxiety disorder,Body dysmorphic disorder,Obsessive-compulsive disorder,Body dysmorphic disorder,3
35623449,Obsessive/Compulsive Disorders,Diagnostic,What cognitive limitation constrains the effectiveness of suppressing retrieval to reduce unwanted memories?,Increased emotional awareness,Average cognitive control capacity,High cognitive control capacity,Low cognitive control capacity,Low cognitive control capacity,4
36060710,Obsessive/Compulsive Disorders,Prognostic,Which symptom dimension in pediatric OCD is associated with a less favorable response to serotonin reuptake inhibitors?,Contamination/cleaning,Harm/sexual,All dimensions equally,Symmetry/hoarding,Symmetry/hoarding,4
15298645,Obsessive/Compulsive Disorders,Diagnostic,How might the occurrence of obsessive-compulsive symptoms in parents relate to their children's developmental disorders?,Environmental factors,Socioeconomic status,Genetic relationship,Dietary influences,Genetic relationship,3
10980239,Obsessive/Compulsive Disorders,Prognostic,What neurotransmitter's excessive output is predicted to elicit symptoms in human Tourette's syndrome and obsessive-compulsive disorder?,Serotonin,Glutamate,Dopamine,Norepinephrine,Dopamine,3
12501907,Obsessive/Compulsive Disorders,Prognostic,What outcome can be expected for OCD patients who switch from clomipramine to fluoxetine after a non-response to the former?,No change in OCD symptoms is likely,Patient will develop side effects,OCD symptoms may improve significantly,OCD symptoms will worsen,OCD symptoms may improve significantly,3
17286545,Obsessive/Compulsive Disorders,Factoid,Which selective serotonin reuptake inhibitor is noted as the most potent in inhibiting serotonin reuptake among available SSRIs?,Sertraline,Citalopram,Fluoxetine,Paroxetine,Paroxetine,4
25681579,Obsessive/Compulsive Disorders,Factoid,Which aspect of distress intolerance (DI) was notably affected by the computerized intervention in individuals with high DI?,No change in neutralization behavior,Increase in anxious reactivity,Reduction in self-reported DI,Increase in urges to neutralize,Reduction in self-reported DI,3
21925643,Obsessive/Compulsive Disorders,Preventive,What treatment method may enhance access to care for individuals with hoarding disorder while reducing clinician burden?,Individual therapy with home visits,Family therapy sessions,Pharmacotherapy alone,Group cognitive-behavioral therapy,Group cognitive-behavioral therapy,4
32082991,Obsessive/Compulsive Disorders,Preventive,What internet-delivered treatment has been proposed as effective for pediatric obsessive-compulsive disorder due to limited access to conventional cognitive behaviour therapy?,CBT Plus,BIP OCD,OCD Online,Pediatric Symphony,BIP OCD,2
18055232,Obsessive/Compulsive Disorders,Preventive,Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?,Severity of tics,Age of onset,Gender,Checklists used,Severity of tics,1
20602430,Obsessive/Compulsive Disorders,Factoid,How did the amygdala activation in pediatric subjects with obsessive-compulsive disorder compare to that of healthy subjects during the emotional face viewing task?,Lower activation,Higher activation,Variable activation,Similar activation,Lower activation,1
29987861,Obsessive/Compulsive Disorders,Diagnostic,What neuroimaging finding is observed in the right ventral striatum of a patient diagnosed with obsessive-compulsive disorder and kleptomania?,Cortical atrophy,Significant hyperperfusion,Increased gray matter density,Enhanced blood flow to the hippocampus,Significant hyperperfusion,2
21122922,Obsessive/Compulsive Disorders,Factoid,What is the primary purpose of the Cognitive Assessment Instrument of Obsessions and Compulsions (CAIOC-13)?,To assess cognitive impairments associated with OCD,To diagnose depression,To measure anxiety levels,To evaluate physical health,To assess cognitive impairments associated with OCD,1
24392251,Obsessive/Compulsive Disorders,Diagnostic,What psychiatric disorder is suggested to share genetic overlap with body dysmorphic disorder (BDD)?,Obsessive-compulsive disorder,Anxiety disorders,Bipolar disorder,Schizophrenia,Obsessive-compulsive disorder,1
18924060,Obsessive/Compulsive Disorders,Factoid,Which scale was developed to measure craving related to substance abuse and obsessive-compulsive symptoms?,Alcohol Craving Scale,American Craving Scale,Mannheimer Craving Scale,Substance Addiction Scale,Mannheimer Craving Scale,3
22281202,Obsessive/Compulsive Disorders,Factoid,Which neurometabolite showed significantly lower concentrations in the left striatum of OCD patients compared to healthy subjects?,Creatine,Total Glx,Total Cho,Myo-inositol,Total Cho,3
12807408,Obsessive/Compulsive Disorders,Diagnostic,Which brain area's hyperactivity is linked to abnormal conflict detection in patients with obsessive-compulsive disorder?,Frontal Cortex,Hippocampus,Anterior Cingulate Cortex,Amygdala,Anterior Cingulate Cortex,3
34539468,Obsessive/Compulsive Disorders,Prognostic,Which aspect of metacognition is indicated to have predictive value for treatment outcomes in patients with obsessive-compulsive disorder undergoing metacognitive therapy?,Thought fusion beliefs,Beliefs about rituals,Changes in stop signals,Dysfunctional cognitive beliefs,Changes in stop signals,3
11130143,Obsessive/Compulsive Disorders,Diagnostic,Which neurobiological model is proposed to characterize the circuitry dysfunction in obsessive-compulsive disorder?,Serotonergic model,Amygdalocentric model,Corticostriatal circuitry model,Dopaminergic model,Corticostriatal circuitry model,3
30850318,Obsessive/Compulsive Disorders,Preventive,What is a key area of interest for improving the management of obsessive-compulsive disorder as per the clinical practice guideline?,Social support networks,Duration of treatment,Latest technological advancements,Dietary interventions,Duration of treatment,2
35597999,Obsessive/Compulsive Disorders,Diagnostic,What dynamic relationship was identified between obsessive-compulsive symptoms and difficulties in emotion regulation during the COVID-19 pandemic?,Bidirectional and temporally significant,Irrelevant to mental health,Only affects sleep quality,Unidirectional with no correlation,Bidirectional and temporally significant,1
39431164,Obsessive/Compulsive Disorders,Factoid,What cognitive vulnerability factor is suggested to have a robust association with obsessive-compulsive disorder symptoms?,Hypervigilance,Intolerance of Uncertainty,Cognitive Dissonance,Social Anxiety,Intolerance of Uncertainty,2
35831831,Obsessive/Compulsive Disorders,Prognostic,What does the belief in determinism relate to in individuals with obsessive-compulsive disorder (OCD)?,Shorter duration of illness,Lower strength of belief in free will,Increased feelings of control,Improved symptom severity,Lower strength of belief in free will,2
38991475,Obsessive/Compulsive Disorders,Diagnostic,Which neuropsychological tool is valuable for understanding inhibitory mechanisms in conditions like obsessive-compulsive disorder?,Saccadic paradigm,Visual acuity test,Memory task,Verbal fluency test,Saccadic paradigm,1
11841128,Obsessive/Compulsive Disorders,Diagnostic,What autoimmune response is suggested to potentially contribute to the development of pediatric obsessive-compulsive disorder?,Antibacterial antibodies,Antihistamine antibodies,Antinuclear antibodies,Antistreptococcal antibodies,Antistreptococcal antibodies,4
37457764,Obsessive/Compulsive Disorders,Factoid,Which method of treatment was identified as a significant option for patients with intractable obsessive-compulsive disorder (OCD) who did not respond to conventional therapies?,Psychodynamic Therapy,Cognitive Behavioral Therapy,Electroconvulsive Therapy,Deep Brain Stimulation,Deep Brain Stimulation,4
22200524,Obsessive/Compulsive Disorders,Diagnostic,"In patients with anorexia, what was the significant disconnect observed in their response to emotional stimuli?",Behavioral and cognitive strategies,Social and emotional isolation,Verbal and non-verbal communication,Cognitive and physiological reactivities,Cognitive and physiological reactivities,4
34075531,Obsessive/Compulsive Disorders,Preventive,What is the purpose of establishing a standard set of outcomes for people with personality disorder?,To improve clinical decision-making,To standardize medication doses,To reduce treatment costs,To increase patient hospital stays,To improve clinical decision-making,1
28291264,Obsessive/Compulsive Disorders,Factoid,"In patients with obsessive-compulsive disorder, which area demonstrated significantly lower fractional anisotropy compared to healthy controls during diffusion tensor imaging?",anterior corona radiata,left superior longitudinal fasciculus,corpus callosum,cingulum,corpus callosum,3
11002915,Obsessive/Compulsive Disorders,Diagnostic,What measure was developed to explore the obsessive and compulsive features of craving in alcoholics?,Alcohol Craving Questionnaire,Obsessive Compulsive Drinking Scale,Yale-Brown Obsessive Compulsive Scale,Substance Use Disorder Assessment,Obsessive Compulsive Drinking Scale,2
26956656,Obsessive/Compulsive Disorders,Prognostic,What intervention method is suggested to have a rapid positive effect on symptoms of body dysmorphic disorder?,Support groups,Cognitive-behavioral therapy,Medication,Imagery rescripting,Cognitive-behavioral therapy,2
27541572,Obsessive/Compulsive Disorders,Diagnostic,What psychological trait was studied for its potential impact on the relationship between cognitive functioning and obsessive-compulsive symptoms in older adults?,Memory recall,Stress management,Emotional intelligence,Cognitive self-consciousness,Cognitive self-consciousness,4
20965515,Obsessive/Compulsive Disorders,Factoid,"In the analysis of white matter in obsessive-compulsive disorder, which area showed significantly less fractional anisotropy compared to healthy controls?",Temporal lobe,Cerebellum,Anterior body of corpus callosum,Frontal lobe,Anterior body of corpus callosum,3
25748645,Obsessive/Compulsive Disorders,Preventive,Which neutralizing strategy is reported to be associated with higher distress and interference in OCD patients?,Ritualized strategies,Behavioral strategies,Pharmacological strategies,Covert strategies,Covert strategies,4
38402674,Obsessive/Compulsive Disorders,Diagnostic,What underlying factors may contribute to the manifestation of disgust-related disorders without external aversive experiences?,Nutritional deficiencies,Associative learning,Environmental stressors,Genetic predisposition,Associative learning,2
35109924,Obsessive/Compulsive Disorders,Prognostic,What potential outcome is expected from the deep brain stimulation of the nucleus accumbens in children with severe self-injurious behavior?,Increase in aggression,Improvement in social skills,Reduction in self-injurious behavior,Enhanced cognitive function,Reduction in self-injurious behavior,3
24374170,Obsessive/Compulsive Disorders,Prognostic,Which comorbid condition is associated with higher anxiety levels in patients with obsessive-compulsive disorder?,Dysthymia,Social Phobia,Generalized Anxiety Disorder,Hypochondriasis,Generalized Anxiety Disorder,3
37597609,Obsessive/Compulsive Disorders,Diagnostic,What underlying condition was explored using the Sapap3 knockout mouse model in relation to obsessive-compulsive disorder?,Reduced serotonin levels,Altered stress response,Dysregulated glutamatergic signaling,Increased dopamine sensitivity,Dysregulated glutamatergic signaling,3
36358107,Obsessive/Compulsive Disorders,Preventive,What treatment option is suggested as a first-line therapy for severe presentations of Pediatric Acute-onset Neuropsychiatric Syndrome (PANS)?,Therapeutic plasma exchange,Behavioral therapy,Long-term antibiotics,Regular physical exercise,Therapeutic plasma exchange,1
29859653,Obsessive/Compulsive Disorders,Diagnostic,What co-morbid psychiatric conditions are most strongly related to poor self-concept and self-esteem in patients with chronic tic disorders?,Bipolar disorder,Obsessive-compulsive disorder,Schizophrenia,Substance use disorder,Obsessive-compulsive disorder,2
26453694,Obsessive/Compulsive Disorders,Preventive,Which mechanism may help diminish the behavioral changes linked to psychosis in individuals with a history of methamphetamine use?,Inhibiting GABA activity,Enhancing BDNF signaling,Increasing dopamine levels,Reducing serotonin reuptake,Enhancing BDNF signaling,2
14767394,Obsessive/Compulsive Disorders,Factoid,Which psychotherapy is considered the treatment of choice for obsessive-compulsive disorder (OCD)?,Psychoanalysis,Dialectical behavior therapy,Supportive therapy,Cognitive-behavioral therapy,Cognitive-behavioral therapy,4
35449566,Obsessive/Compulsive Disorders,Diagnostic,What mental health condition may be associated with altered neural reactivity in adolescents during self-injury cue exposure?,Anxiety disorder,Nonsuicidal self-injury,Bipolar disorder,Eating disorder,Nonsuicidal self-injury,2
33910778,Obsessive/Compulsive Disorders,Prognostic,What potential improvement can short-term Huatou Chan training bring to patients suffering from high levels of anxiety and depression?,Enhancement in physical health,Increased reliance on medication,Reduced levels of obsessive-compulsive symptoms,Worsening cognitive functions,Reduced levels of obsessive-compulsive symptoms,3
26233564,Obsessive/Compulsive Disorders,Diagnostic,Which personality trait is hypothesized to predispose individuals with primary restless legs syndrome to display obsessive-compulsive symptoms?,Novelty seeking,Impulsivity,Harm avoidance,Reward dependence,Harm avoidance,3
31001986,Obsessive/Compulsive Disorders,Diagnostic,Which factors are significant predictors for the emergence of compulsive problem behaviors in young adults?,Substance abuse history,Peer group influences,Low educational attainment,Prior compulsive traits,Prior compulsive traits,4
20806030,Obsessive/Compulsive Disorders,Preventive,What therapeutic approach is essential when managing obsessive-compulsive disorder in children and adolescents?,Tailored psychotherapeutic treatment,Psychoanalysis,Surgery,Only medication,Tailored psychotherapeutic treatment,1
34089924,Obsessive/Compulsive Disorders,Preventive,Which factor is most associated with remission rates in patients undergoing exposure and ritual prevention therapy for OCD?,Age of diagnosis,Duration of therapy,Type of medication used,Patient homework adherence,Patient homework adherence,4
33991818,Obsessive/Compulsive Disorders,Preventive,What may be particularly beneficial for individuals with contamination and unacceptable thought symptoms in obsessive-compulsive disorder?,Medication adjustment,Psychoeducation and problem-solving,Cognitive restructuring,Increased exposure therapy,Psychoeducation and problem-solving,2
38463457,Obsessive/Compulsive Disorders,Preventive,What approach should be considered for patients with severe refractory obsessive-compulsive disorder to potentially alleviate their symptoms?,Pharmacotherapy,Neurosurgical intervention,Mindfulness meditation,Cognitive-behavioral therapy,Neurosurgical intervention,2
37820789,Obsessive/Compulsive Disorders,Diagnostic,Which type of therapy has been shown to elicit significant changes in functional network connectivity in patients with obsessive-compulsive disorder?,Interpersonal therapy,Psychodynamic therapy,Cognitive behavioral therapy,Exposure and response prevention,Exposure and response prevention,4
16194571,Obsessive/Compulsive Disorders,Preventive,What might be a crucial approach to reduce aggressive behaviors in youth diagnosed with bipolar disorder who have obsessive fears about harm?,Medication management,Cognitive-behavioral therapy,Family therapy,Social skills training,Cognitive-behavioral therapy,2
24894733,Obsessive/Compulsive Disorders,Diagnostic,What is the primary purpose of the Brazilian version of the Yale-Brown Obsessive Compulsive Scale-Shopping Version?,To assess severity of compulsive buying behavior,To measure overall anxiety levels,To determine the prevalence of OCD,To evaluate treatment outcomes for OCD,To assess severity of compulsive buying behavior,1
34236586,Obsessive/Compulsive Disorders,Prognostic,Which early symptom is considered a strong predictor for future obsessive-compulsive disorder diagnosis in children who exhibit obsessive-compulsive symptoms?,Nutrition,Depression,Physical health,Parenting style,Depression,2
21842984,Obsessive/Compulsive Disorders,Prognostic,Which aspect of perfectionism is identified as a vulnerability factor that may lead to binge eating?,High achievement motivation,Self-efficacy beliefs,Concern over mistakes,Perceived social approval,Concern over mistakes,3
31546148,Obsessive/Compulsive Disorders,Diagnostic,What disorder showed a greater diagnostic overlap with excoriation disorder compared to gambling disorder?,Body dysmorphic disorder,Post-traumatic stress disorder,Obsessive-compulsive disorder,Generalized anxiety disorder,Obsessive-compulsive disorder,3
27822492,Obsessive/Compulsive Disorders,Prognostic,How might changes in serum nitric oxide levels during SSRI therapy correlate with clinical improvement in obsessive-compulsive disorder patients?,Decreased NO indicates good response,Increased NO indicates poor response,NO levels fluctuate randomly,NO levels have no correlation,Decreased NO indicates good response,1
24567889,Obsessive/Compulsive Disorders,Preventive,"What practice is associated with increased recurrence of unpleasant thoughts, potentially contributing to obsessive-compulsive behavior?",Thought suppression,Positive reinforcement,Thought monitoring,Cognitive restructuring,Thought suppression,1
34134822,Obsessive/Compulsive Disorders,Preventive,What intervention might improve therapist behaviors during exposure therapy sessions for youth with obsessive-compulsive disorder?,Increased session durations,Use of a feedback tool,Reducing the number of sessions,Conducting more theoretical training,Use of a feedback tool,2
11464965,Obsessive/Compulsive Disorders,Prognostic,What is the likelihood of long-term recovery from adolescent-onset anorexia nervosa as indicated by psycho-social adaptation?,50% chance of recovery,No recovery observed,Unlikely to recover,Most patients recover,Most patients recover,4
30877850,Obsessive/Compulsive Disorders,Preventive,What type of feedback has been shown to influence proxy usage in individuals with high obsessive-compulsive tendencies during comprehension tasks?,Frequent quizzes,No feedback,Ongoing feedback,Delayed feedback,Ongoing feedback,3
18253995,Obsessive/Compulsive Disorders,Factoid,"Based on a review of randomized controlled trials, which treatment was shown to be more effective than placebo for adults with OCD?",Placebo,Selective serotonin reuptake inhibitors,Antipsychotics,Cognitive behavioral therapy,Selective serotonin reuptake inhibitors,2
23122558,Obsessive/Compulsive Disorders,Prognostic,What role do depressive symptoms play in the relationship between obsessive-compulsive symptom severity and quality of life in individuals with OCD?,No role,Confounding,Mediating,Moderating,Mediating,3
38569585,Obsessive/Compulsive Disorders,Diagnostic,Which symptom dimension was significantly associated with higher scores on the Acceptance and Action Questionnaire for Obsessions and Compulsions in OCD patients?,Responsibility for Harm,Social Anxiety,General Anxiety,Mood Disturbance,Responsibility for Harm,1
31664175,Obsessive/Compulsive Disorders,Prognostic,"What can potentially improve treatment outcomes for patients with severe, treatment-refractory obsessive-compulsive disorder receiving deep brain stimulation?",Better patient monitoring,Targeted psychological interventions,Longer treatment duration,Higher stimulation intensity,Higher stimulation intensity,4
20538439,Obsessive/Compulsive Disorders,Diagnostic,What was observed about dopamine D(1) receptor binding potential (BP) in the anterior cingulate cortex of patients with obsessive-compulsive disorder?,Decreased BP compared to controls,Normal BP compared to controls,Increased BP compared to controls,No difference in BP compared to controls,Decreased BP compared to controls,1
18496480,Obsessive/Compulsive Disorders,Diagnostic,"What subjective experiences, often reported in obsessive-compulsive disorder, indicate important phenotypic variables that may aid in identifying different patient subgroups?",Anxiety levels,Neurotic traits,Sensory phenomena,Sleep patterns,Sensory phenomena,3
35316513,Obsessive/Compulsive Disorders,Factoid,Which psychiatric disorder has shown the most evidence of benefit from N-acetyl-L-cysteine as an adjuvant treatment?,Obsessive-Compulsive Disorder,Bipolar disorder,Major Depressive Disorder,Generalized Anxiety Disorder,Obsessive-Compulsive Disorder,1
23095598,Obsessive/Compulsive Disorders,Diagnostic,Which cognitive deficits are hypothesized to explain the symptoms observed in obsessive-compulsive disorders?,Inhibition and cognitive flexibility,Memory and attention,Impulse control and decision-making,Emotional regulation and anxiety,Inhibition and cognitive flexibility,1
20546928,Obsessive/Compulsive Disorders,Diagnostic,In which type of emotional stimuli did patients with obsessive-compulsive disorder show a significant attention bias?,Negative OCD stimuli,Neutral stimuli,Positive OCD stimuli,Positive emotional stimuli,Negative OCD stimuli,1
35396030,Obsessive/Compulsive Disorders,Factoid,Which of the following surgical techniques is primarily associated with the treatment of severe treatment-resistant major depressive disorder and obsessive-compulsive disorder?,Transcranial Magnetic Resonance-guided Focused Ultrasound,Stereotactic Radiosurgery,Deep Brain Stimulation,Cortical Stimulation,Deep Brain Stimulation,3
18308520,Obsessive/Compulsive Disorders,Diagnostic,How do memory retrieval processes differ in severely ill OCD patients compared to those with moderate severity?,Similar memory function across groups,Better memory in severely ill,Impaired late old/new effect in severely ill,Normal early old/new effect in both groups,Impaired late old/new effect in severely ill,3
19719908,Obsessive/Compulsive Disorders,Preventive,What aspect of support is considered particularly important following intensive cognitive-behavioral therapy for OCD?,Individual therapy,Medication adjustment,Group therapy,Follow-up and crisis support,Follow-up and crisis support,4
26619965,Obsessive/Compulsive Disorders,Diagnostic,What neural circuitry disruption is highlighted in individuals with obsessive-compulsive disorder under negative emotional distraction?,Ventromedial prefrontal cortex to striatum,Dorsolateral prefrontal cortex to orbitofrontal cortex,Hippocampus to amygdala,Anterior cingulate cortex to insula,Dorsolateral prefrontal cortex to orbitofrontal cortex,2
28452663,Obsessive/Compulsive Disorders,Factoid,What assessment tool is commonly used to evaluate hoarding severity in older adults?,Cognitive Behavioral Scale,Hoarding Scale,Geriatric Anxiety Inventory,Saving Inventory-Revised,Saving Inventory-Revised,4
23615340,Obsessive/Compulsive Disorders,Prognostic,Which OCD symptom dimension is suggested to potentially require modifications to standard exposure and ritual prevention treatment?,Contamination/cleaning,Doubt about harm/checking,Symmetry/ordering,Unacceptable thoughts/mental rituals,Symmetry/ordering,3
34875511,Obsessive/Compulsive Disorders,Prognostic,How might the specific clinical phenotype of obsessive-compulsive disorder (OCD) inform early intervention strategies?,By identifying environmental triggers,By enhancing pharmacological options,By increasing therapy frequency,By targeting comorbid conditions,By targeting comorbid conditions,4
19840596,Obsessive/Compulsive Disorders,Preventive,Which personality trait is associated with higher severity of obsessive-compulsive symptoms in patients with obsessive-compulsive disorder?,Cooperativeness,Harm avoidance,Reward dependence,Self-directedness,Harm avoidance,2
34736541,Obsessive/Compulsive Disorders,Preventive,"Which type of medication, when augmented with SSRIs, has shown to be beneficial for patients with obsessive-compulsive disorder?",Antidepressants,Anxiolytics,Beta-blockers,Glutamatergic medications,Glutamatergic medications,4
32242450,Obsessive/Compulsive Disorders,Factoid,"In the systematic review, which medication was associated with a significant reduction in OCD severity in children and adolescents?",Citalopram,Escitalopram,Sertraline,Fluoxetine,Fluoxetine,4
23764406,Obsessive/Compulsive Disorders,Factoid,What brain area has been identified as relevant to both schizophrenia and obsessive-compulsive disorder during working memory tasks?,Left temporoparietal junction,Left amygdala,Right occipital lobe,Right dorsolateral prefrontal cortex,Right dorsolateral prefrontal cortex,4
24999397,Obsessive/Compulsive Disorders,Diagnostic,How is obsessive-compulsive personality disorder (OCPD) related to excessive exercise in patients with anorexia nervosa?,Negatively associated,Positively associated,Not associated,Causally related,Positively associated,2
33774559,Obsessive/Compulsive Disorders,Diagnostic,What emotion is thought to play a significant role in the development and maintenance of contamination-based OCD?,Disgust,Sadness,Joy,Fear,Disgust,1
23247201,Obsessive/Compulsive Disorders,Preventive,What role does computerized assessment play in the treatment of obsessive-compulsive disorder?,Replaces traditional therapy entirely,Decreases treatment effectiveness,Requires more frequent in-person sessions,Improves cost/time-effectiveness,Improves cost/time-effectiveness,4
24031145,Obsessive/Compulsive Disorders,Preventive,Which lifestyle modification is suggested to prevent obesity in individuals with mental disorders?,Higher sugar intake,Reduced social interaction,Increased physical activity,Minimal medication adherence,Increased physical activity,3
35285923,Obsessive/Compulsive Disorders,Preventive,Which treatment approach is suggested as an alternative to in-clinic CBT for adults with OCD when traditional CBT is not accessible?,Group therapy,Psychoeducation,Therapist-guided internet-based CBT,Medication therapy,Therapist-guided internet-based CBT,3
17805313,Obsessive/Compulsive Disorders,Diagnostic,"Which gene is associated with the sexual dimorphism in the predisposition to psychiatric disorders, particularly related to obsessive-compulsive disorder in men?",DBH,SLC6A4,COMT,MAOA,COMT,3
23607826,Obsessive/Compulsive Disorders,Factoid,"In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?",Nurses,Teachers,Social Workers,Psychiatrists,Nurses,1
20634421,Obsessive/Compulsive Disorders,Factoid,"Which factor structure does the Obsessive Beliefs Questionnaire, commonly used in OCD, exhibit?",Three-factor solution,Four-factor solution,Two-factor solution,Single-factor solution,Four-factor solution,2
34062378,Obsessive/Compulsive Disorders,Diagnostic,Which obsessive-compulsive and related disorder shows the highest risk of suicidal behavior based on meta-analysis findings?,Body Dysmorphic Disorder,Skin Picking Disorder,Hoarding Disorder,Trichotillomania,Body Dysmorphic Disorder,1
15812606,Obsessive/Compulsive Disorders,Preventive,What treatment combination showed significant long-term improvement in patients with obsessive-compulsive disorder (OCD)?,Exposure therapy alone,Cognitive-behavioral therapy and fluvoxamine,Mindfulness and medication,Placebo and therapy,Cognitive-behavioral therapy and fluvoxamine,2
23056985,Obsessive/Compulsive Disorders,Diagnostic,"What underlying conditions may blur the distinctions between anxiety, mood, and psychotic disorders in patients with obsessive-compulsive symptoms?",Post-traumatic stress disorder,Bipolar disorder,Schizo-obsessive disorder,Schizophrenia,Schizo-obsessive disorder,3
28715850,Obsessive/Compulsive Disorders,Prognostic,What aspect of treatment willingness is suggested to be a marker for improved outcomes in ERP therapy for obsessive-compulsive disorder?,High willingness to face distressing thoughts,Limited engagement in therapy sessions,Increased medication adherence,Low willingness to change rituals,High willingness to face distressing thoughts,1
22672898,Obsessive/Compulsive Disorders,Factoid,What does the validation of the Chinese version of the Obsessive-Compulsive Inventory-Revised (CH-OCI) allow researchers to better assess in Mandarin-speaking populations?,Cultural differences in OCD,General mental health status,OCD severity and heterogeneity,Anxiety severity,OCD severity and heterogeneity,3
15664794,Obsessive/Compulsive Disorders,Diagnostic,Which brain region is indicated to show increased activity in patients with obsessive-compulsive disorder related to contamination fear?,Left amygdala,Occipital lobe,Right amygdala,Frontal lobe,Left amygdala,1
23810510,Obsessive/Compulsive Disorders,Prognostic,What impact do obsessive-compulsive symptoms have on cognitive functions in patients with schizophrenia?,They improve social cognition,They have no significant impact,They worsen executive functions,They enhance cognitive functions,They worsen executive functions,3
34484011,Obsessive/Compulsive Disorders,Factoid,What neuropsychiatric disorder was indicated as a potential treatment target in the systematic review of habenula deep brain stimulation?,Bipolar Disorder,Obsessive-Compulsive Disorder,Autism Spectrum Disorder,Schizophrenia,Obsessive-Compulsive Disorder,2
15301906,Obsessive/Compulsive Disorders,Prognostic,What risk is associated with patients who present with Sydenham's chorea during follow-up?,Risk of developing cardiovascular diseases,Risk of developing diabetes,Risk of developing neuropsychiatric disorders,Risk of developing autoimmune disorders,Risk of developing neuropsychiatric disorders,3
34930090,Anxiety,Preventive,"What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?",Increased dosage,Immediate cessation,Single medication therapy,Gradual dosage reduction,Gradual dosage reduction,4
34196892,Anxiety,Prognostic,How might anxiety symptomatology affect the participation of children on the autism spectrum in community activities?,Enhance involvement in activities,Reduce frequency of participation,Lead to increased participation,Improve social interactions,Reduce frequency of participation,2
22767410,Anxiety,Factoid,Which type of therapy was compared to transdiagnostic cognitive-behavioral therapy in the treatment of anxiety disorders?,Medication therapy,Diagnosis-specific cognitive-behavioral therapy,Relaxation-based therapy,Psychoanalytic therapy,Diagnosis-specific cognitive-behavioral therapy,2
35623023,Anxiety,Diagnostic,What type of anxiety was identified as a significant predictor of gastrointestinal symptoms in college students?,Trait-cognitive anxiety,Trait-somatic anxiety,State-somatic anxiety,General anxiety disorder,Trait-somatic anxiety,2
35222134,Anxiety,Prognostic,What demographic factors were linked to lower psychological distress among Sudanese migrants in the UAE?,Larger social networks and support,Higher education and marital status,Longer residence and previous work experience,Older age and employment status,Older age and employment status,4
21570259,Anxiety,Diagnostic,Which factor was associated with denial of illness and treatment needs in first-time admitted psychiatric patients?,Psychoticism,Depression,Anxiety and affective disorders,History of hospitalization,Psychoticism,1
21907972,Anxiety,Prognostic,How does treatment for social phobia affect the pattern of anxious responding during public speaking tasks?,Maintains performance anxiety,Decreases anticipation anxiety,Increases overall anxiety,Reduces confrontation anxiety,Decreases anticipation anxiety,2
33225527,Anxiety,Diagnostic,Which factor was identified as a mediator for anxiety treatment outcomes following cognitive-behavioral therapy in childhood?,Externalizing difficulties,Coping,Fear,Negative self-talk,Negative self-talk,4
